,clean_text,category
1650,"thing modi should after 2019 elections ➡️ uniform civil code ➡️ article 35a abolished ➡️ ram mandir ➡️ stop saudi funding madarssas
➡️ population control law",0.0
1651,special economic zones was created improve the exports giving tax benefits companies first sez awarded adani for power plant jharkhand will bear the tax and pollution brunt and electricity will exported bangladesh ,1.0
1652,shameless fakendra modis company and please dont forget remove fakendra modis corrupt fake and failure government,-1.0
1653,think will piyush goyal for some reason modi cannot stand himself reason fix something which isnt broken ,-1.0
1654,than why you made fun modi ’ head gear which resulted genuine questions asked you about your attire kashmir which you are referring trolling what hypocrite you are ,1.0
1655,you have guts asked your murderer modi about what did gujrat not then shut ,0.0
1656,modi the only statesman who stood china expert michael pil via ,0.0
1657,shri the leader with compassion unlike the hatred filled narendra modi choose wisely ,1.0
1658,"chowkidar means narendra modi tellinh the youth chowkidar mean literally 
chowkidar campaign big trap divert the attention indian public and voters instead showing the development education making chowkidars",-1.0
1659,"miss shilpi you full world said modi
then rahul house like think ",1.0
1660,dont even compare modi with chanakya chanakya would what needed for good the state modi has let sabarimala burn has brought ordinance however uphold disgusting atrocities act which makes mockery non human rights let marxist education continue ,-1.0
1661,think that sapna chdry now choose good way support modi modi jai hind ,1.0
1662,whats interesting has law degree but the article they say going protest attackers are not arrested what waiting for the attackers patel thats why this entire thing staged another part unrest modi regime narrative votes,1.0
1663,"the bench headed cji ranjan gogoi was hearing plea political parties seeking direction randomly verify the vvpat least per cent evms during elections
follow live updates ",-1.0
1664,modi has provided that healing touch majority indians ,0.0
1665,narendra modi considered one the most respected leaders the world not because his position but because set the example great leader the man that everyone looks and respect because his personality his characters traits and qualities,1.0
1666,aap was not the reason why bjpmodi came power was the corruption upa2 upa1 was good and people voted them back but upa2 was full scams policy paralysis and lack comm wish mms had spoken bit more like has done recent years,1.0
1667,ratan naval tata family patriarch the billion tata empire has lavished praise prime minister narendra modi underscoring that his leadership what the country needsat this point time and urging citizens rally round his vision create new india,-1.0
1668,coz partition that modi reunified india those spread hatred will hanged see ,0.0
1669,wwe modi rahul gandhi election version fastlane ,0.0
1670,this one big reason why modi must come back power with even more strength sedition law must made more stringent that the moment these ppl open their mouth agnst this country they are dragged their collers and thrown into jails,1.0
1671,"hitler nazis are shame for germany world india probably only country where hitler nazi hate ideolgies are voted power modi hitler
rss nazis ",-1.0
1672,shameless fakendra modis fake company members,-1.0
1673,now and have been wating change for the past yrs and intend see the change the next 10yrs hope see 2029 and you will still there 2024 and then review for post 2019cheers,-1.0
1674,rather one should say that indians will celebrate diwali pakistan modi wins 2019 ,1.0
1675,one the most important leadership qualities one can learn from modi his intense passion and enthusiasm for his work loves serving his country much that spends hours every day work,1.0
1676,dreams have come true and that the reason the sworn enemies have come together against modi,1.0
1677,new post modi like ‘demon’ for minorities chandrababu naidu ,1.0
1678,this called inch sina great work modi give advanced choppers indian air force,1.0
1679,mission modi filling nomination ,0.0
1680,sir pls also tell how modi doing for mislims than mamta ,0.0
1681,there nothing wrong kalyan singh asking vote modi also indian citizen has freedom speech,-1.0
1682,alliance main intention ant modi muslim voters split roka jaye,1.0
1683,"saw bite wont expected you voice out your opinions rather than manipulated modi media
has never had internal rebellion and cross voting
trust well win ",1.0
1684,while will vote modi because option modi has miserably failed for hindus swami openly talks what muslims have done india you have misunderstood swamis talk brahmin and chaukidaar thats why youre insulting him ,-1.0
1685,not endorse the chowkidaari modi don the chowkidaari only divert the attention from the burning issues that our country faces now,0.0
1686,"pakistani journalists are free say what they want indian journalists only praise their government someone says anything against bjp modi indians call them antiindia antinationalists
your media has been exposed all and sundry",1.0
1687,"hindus islamic state
",0.0
1688,one more reason vote for narendra modi ,1.0
1689,inc didn’ nurture democracy and press freedom now modi and pandey,0.0
1690,sorry boss fan modi but not jaitley you must retire ,-1.0
1691,right only modi ,1.0
1692,"
for india emerge stronger and prosperous nation every section society must enjoy ease living with the active support the govt this modis new india
via namo app",1.0
1693,also now employed because before never know you know zakir the best stand comedian without help any politician thankful modi,1.0
1694,"
new india where the poor are taken out poverty unprecedented pace their rights are reaching them without any middlemen and time all this happening under modi govt
via namo app",1.0
1695,uring his tenure chief minister the state gujarat the gdp growth rate the state soared value above that the country whole and during modi’ administration gujarat topped the world bank’ “ease doing business” rankings among all other indian states,1.0
1696,you think modi appointed few close aides will maintain transparency the governance ,-1.0
1697,"
todays india safe and secure with stringent antiterror policies modi govt terror back foot also districts freed from the lweaffected tag the last years
via namo app",1.0
1698,bigots like you will never equal indians this inferiority complex the core all hatecrimes unleashed under modi regime hardly surprising after what saw gujarat 2002 your modernday nero continues overlook crimes you minions follow ,1.0
1699,sumanth guess you have not got any freebies from modi,0.0
1700,society needs modi governor kalyan singh channels bjp karyakarta rajasthan governor kalyan singh has unabashedly praised prime minister narendra modi and said his reelection necessity for the country and the society …,0.0
1701,boss any one had any credential being interrogator they would have found any one thing against modi not single thing against modi till date,1.0
1702,"what else needed india need modi for least decade there option against modi 2014 and now also 2019
thumps ",-1.0
1703,shabana azmi counters the makers modi biopic says name put ‘deliberately mislead public’ ,0.0
1704,from west bengal and all wants now bjp will get great victory over heremodi need you because for nation comes first,1.0
1705,united nations just released new 2019 rankings for world happiness index drastic fall under 117 118 122 133 140 out total 153 ,1.0
1706,"
namo again and again
vote kar narendra modi appeals everyone during tweetstorm ",0.0
1707,dont expect that modi will take action against the perpetrators cow and mob lynching infact silently supported those hate mongers,-1.0
1708,need work this point ,0.0
1709,vote and support modi ,0.0
1710,seems more story gaddar than modi,1.0
1711,modi sir pls help humne packer mover book kiyaa tha 3month jyada gye delhi mumbai shift hue binaa saman kaise reh rhe jante truck gujrat anand police station usme mover wale wine rhe the humare kya galti pls help sir ,0.0
1712,indias training drill for modis safety will leave you laughing and confused ,-1.0
1713,was one the person who was responsible for bringing down bjp govt during vajpayis time wonder modi kept safe distance from these type opportunists,1.0
1714,don’ agree with your opinion modi still the most popular leader india and most people will vote for modiaap definitely facing the problem and desperate forge alliance with congress but people not forgotten when kejriwal was swearing his children,1.0
1715,this statistics good modis post demonization data,1.0
1716,indians are not used decisive professional govt with culture perform getting upa like govt like heading for disaster corruption maligning hindus modi the best bet for india until 2030 and then will see india among top economies the world,1.0
1717,yeah ppl divided sowe are fighting against uwe are with modi ,0.0
1718,this blatantly inaccurate and bias article about religious freedom india modi was exonerated all wrongdoing the gujarat uscirf dubious body without any representation indic religionsnonsense and hogwash ,-1.0
1719,again again again much more time came modi india need,1.0
1720,the worst experience had lifethe passport officer bkc mumbai branch mrtd sharma soo unproffesional and doesnt even listen peoplehe thinks owes the government hope mrmodi should take someaction against such people,-1.0
1721,chowkidar chor narendra modi its suitable for you,1.0
1722,the prime minister tweeted nirav modis parody account but you were attending the real nirav modis page party delhi what was that ,1.0
1723,top story 111 farmers from tamil nadu contest against modi varanasi cartoon for ,1.0
1724,bholi madam rahul gandhi not able convince people that modi comes back india ruined,-1.0
1725,"speciality 2019 election modi india
modi truth
modi humanity ್ತಮಭಾರತಕ್ಾಿಾು್
",0.0
1726,you showed your hypocrisy using modi here you could have tweeted directly khan but can understand you have maintain your chaplusi,1.0
1727,everyone india but that people feel disturb whose black earnings stopped modi dont give colour hindu muslim muslim community also happy with but painful you,-1.0
1728,sir appears age has taken toll you earlier you were used place facts and logic your writings where now days only abuse for modi and his followers feel sorry for your readers including myself,-1.0
1729,cenus 2021 also reson for need real count which only may possible modi raj ifmodi bjp missed this term then hindu will bigger loser than bjp this time give vote for cenus 2021 face hindu extinctions mass share this,1.0
1730,bjp struggles find candidates west bengal graffiti shows modi asking cow contest elections news ,-1.0
1731,coz its not required this time modi himself will leave this country after ,0.0
1732,another leadership quality you can learn from modi his longterm thinking and visionary leadership style under modi’ administration the indian gdp grew tremendously and making the world’ fastestgrowing large economy rate higher than china,1.0
1733,modi government changed the lifestyle common man sat sharma via news india,-1.0
1734,veiled attack bahujan samaj party supremo mayawati said some big players the opposition were fighting shy contesting elections ,-1.0
1735,economic terms modi has vision making india global manufacturing hub introducing the “make india” initiative encourage foreign companies manufacture products the country,1.0
1736,please stop rumours opinion olls say otherwise being bjp supportet give negativity bjp supporters shut mouth and allow modi and amitshaw their rallies just watch them are not able motivate people vote for modi negativity poison,-1.0
1737,"modi doesnt run the govt for his cronies
his cronies run the govt for him",0.0
1738,modi chose stay silent ❌when the unnao gangrape survivor tried immolate herself ❌when the rapist was bjp mla unlike modi shri leader who believes standing for the rights women ,0.0
1739,are all bjp workers modi should become governor kalyan singh ,0.0
1740,who implemented angel tax upa government who relaxed the angel tax modi sarakar who the lier rahul gandhi,0.0
1741,"appealing the voters mysuru reelect narendra modi who honest prime minister senior theatre personality sethuram advised the electorate against electing discredited mahagathbandhan leaders
",1.0
1742,all goes well 2024 god willing and 2029 definitely the india wouldn’ saddled with the problems mal governance during congress years and the going will easier for them than for narendra modi 20142024,1.0
1743,iss baar tmko harenge jarrur indian history will receive tremendous loss because are going vote for modi and for ravishankar sir,1.0
1744,under modi the armed forces have dangerously and unceremoniously been brought into public life has nothing been learned from pakistan’ history military dictatorship,-1.0
1745,issuing boarding passes with photos them isnt this flouting election code conduct misuse office modi railway tickets with his photos too indira gandhi was disqualified for much less 1975 ,-1.0
1746,address meetings march april vijayawada prime minister narendra modi… ,0.0
1747,vote for nation vote kar narendra modi appeals everyone during tweetstorm ,0.0
1748,bhai how our daughters will survive islamic india they silently increasing their population fulfill their agenda ghazwaehind,0.0
1749,now the bhakts will say thay even economic times lying like other ,1.0
1750,narendra modi should not mangle dignity chair mere salesmanship for his political goal candidacy ,-1.0
1751,government which has done nothing for years criticizing whatever modi has done past years,-1.0
1752,bedi its fine disagreeing with modi but make sure dont vote for the lie lama ,1.0
1753,“ important but equally important don’ ignore the for proud that not have criminal record opponent’ record rather colourful that the voice want south mumbai”  ,1.0
1754,next narendra modi the biggest loser the lok sabha 2019 elections going behenji,0.0
1755,modi gandhi indian mystics split over poll outcome ,0.0
1756,motivating 1st time voters “ first vote for modi campaign” rohit ruwatia coconvener rajasthan bjp professional cell ,1.0
1757,congress support such people who against india hindus islamist congress imran masood threatens narendra modi cut into pieces open saharanpur inc candidate from contest ,0.0
1758,bloody spreading the rumours the face his imminent defeat should tell the country what has modi done that makes him spread lies why doesnt answer why dividing people based religion for the muslim votes and his hate for hindus,-1.0
1759,neither can laugh nor cry after reading modi rahul need our blessings common indians dont need any healing touch,0.0
1760,the share regular wagesalaried jobs for women the plfs 201718 shows registered rise since 201112 ,0.0
1761,there wont need counter modi parliament bjp wins there will different bjp loses different leader opposition modi any case never seen parliament,0.0
1762,suna hai deshbhakt modi pakistan pakistan divas love letter likha hai needless say something anymore,0.0
1763,modi has gifted this new made india weapon forces enemies will have tough time now ,1.0
1764,modis election campaign ,0.0
1765,you want understand the work modi ask property dealers bhumafia,0.0
1766,just bumped into and activist who made such emotional plea the world behalf rohingya refugees ,0.0
1767,dynasty versus merit the criteria this election modi should win with majority,1.0
1768,modi during last elections claimed create lakh jobs has been years now where are the jobs instead creating jobs modi stole them with demonetization one dares talk about now ,0.0
1769,how narendra modi has almost killed the indian media via ,-1.0
1770,esm approaching regarding exemption toll tax for esm toll plaza national highways and express ways the govt given cards all esm their toll tax exempted once they move personal vehicle this facility discontinued modi govt with effect from jun 2014considered,0.0
1771,don’ let the hopes the nation shattered regroup accept the decision ’ modi that matters ,0.0
1772,why need modi again 2019 defeat the forces ,0.0
1773,interview local media various issues 2019 election rise failure modi government curb the black money ,-1.0
1774,modi after election when you form the govt urge you enact law that grants safe return and citizenship all hindus pakistan please ,1.0
1775,telling you right now that modi will win 2019 but that doesnt mean everything end debate that means country going back many years but wont ustand that yeah let ,1.0
1776,who funds the 111 poor farmers who will contest against modi varanasi ,-1.0
1777,but they will nvr forgot operation blue star khakistan will reality 2020 due modi fail diplomacy,-1.0
1778,modi yogi still have audacity talk about using religion games ,0.0
1779,election council ,0.0
1780,"odisha huge demand for narendra modi masks
",1.0
1781,absolutely developmentlekin modi agar development karega bhi even den wnt appreciate dat coz brainwashed people lyk dhruv aakash banerjee kunal kamra etc etc,1.0
1782,neither than shouting congress congress rahulgandhi shouting modi modi 1000 times day,0.0
1783,"youth drives around nation bike for modis victory
",0.0
1784,2001 the bjp lost few state assembly seats the byelections due the allegations abuse power corruption and poor administration and the bjp sought new candidate for the chief ministership and modi was chosen replacement,-1.0
1785,dont need your opinion narendra modi ,0.0
1786,"modi lauds athletes after india clinch 368 medals special olympics world games
",1.0
1787,when people have nothing against modi they are trying spread this fear which can never reality democracy appeal all just ignore,0.0
1788,earlier this week akhtar also took twitter express shock see his name the credits the films trailer his name was mentioned among several other artistes the lyrics category ,-1.0
1789,pointadvani thought will “this far further”but the business hate every tom dick harry becomes champion business reason tough climb difficult business hate easyfall precipitousdexterous hate players like modi yogi lurk everywhere ,-1.0
1790,nirav modis firm sends legal notice revenue department stop auction paintings ,0.0
1791,"bjps first lok sabha candidate list out modi contest from varanasi again
",1.0
1792,modi sold the nation ambanis,0.0
1793,kashmiri pandit body thanks modi for banning jklf holding malik responsible for… ,1.0
1794,every indian must keep the spirit chowkidar alive within him says modi ,1.0
1795,maam spine shivering judgment death better than conversion our destiny,1.0
1796,biopic political saga controversies trolling and notice from election commission click here ,0.0
1797,air india probe boarding pass with modi rupani images delhi airport ,0.0
1798,’ absolutely true thease laws scrapped 2017 ,1.0
1799,"treat abuses like ornaments modi lakh security guards
",0.0
1800,"people across country taking pledge become chowkidar modi
",0.0
1801,year 2001 gujarat modi was offered the deputy chief minister bjp leader but rejected the offer saying was “going fully responsible for gujarat not all” was his decisiveness that made him the chief minister gujarat,1.0
1802,who gave nirav modi money surely same ppl will not chase him get him back use common sense,-1.0
1803,wonderful our chowkidar shri narendra modi pride india every aspect every movement salute ,1.0
1804,modi bjp alone may nation believe army confirm bad them hence gave vague stt nation shah threat rahul snack anti democrat autocratic with majority full modi wanted sly appeal for development turn with full majority dictatorial def min stt alike sha,-1.0
1805,‘chowkidar chor hai’ campaign insult watchmen modi ,0.0
1806,will vote for him the name modi but otherwise isnt worth penny,1.0
1807,thank you modi time resolve all issues including kashmir imran khan pms pakistan day message ,0.0
1808,"today every indian saying main bhi chowkidar modi
",1.0
1809,"
today’ youth want job creators and not just job seekers youth think big and take risks they need someone believe them modi govt does
via namo app",0.0
1810,what why was quoting nirav modis account the first place stupid,-1.0
1811,"honesty over dynasty vikas over votebank politics modi presents govt’ report card slams congress
",0.0
1812,the person saying this also shouted modimodi first should hit first ,1.0
1813,the fastest growing economy the last yrs aggregate considered all said and done nothing beats the publicity spending modi,0.0
1814,she not minor islamic standards the rape major legal shariat,1.0
1815,only modi ✌️ ,0.0
1816,"our government works with the spirit ‘india first’ instead ‘family first’ modi
",1.0
1817,answer what your review the song main bhi chowkidar released modi the behalf election campaign for upcoming lok sabha elections 2019 samavedula venkata rama sastry ,1.0
1818,"from jeep scam spy scandal modi warns that congress can again
",0.0
1819,modi save ☺,0.0
1820,how much did modi giving pension any state the country whihc bjp rule giving atleast these many members stop shit only 1520 given cnetral that too only for few not all first know that,1.0
1821,every one support modi,0.0
1822,madam ‘ most basic ability salesmanshiphe has used the same the most clandestine way influence the common man sold him the dreams which will never come true now has openly shown his business card with salesmen written all capitals ,1.0
1823,"watching out for the nation ‘main bhi chowkidar’ inspiring people rallying them for greater purpose
",1.0
1824,"from hinduism you demonetization
now understand you are modi hater thats default you have become hindu hater rice bag convert any chance",0.0
1825,stupid modi face was violation code what abt the name delhi airport bloody slave,-1.0
1826,how many world leaders this surely modi making proud,1.0
1827,"modi’ ‘main bhi chowkidar’ campaign has got the youth excitedfind out how
",1.0
1828,latest modi backers arrested bjp slams ‘gathbandhan goons’ the newshour debate ,1.0
1829,another news muslim family attacked hindutva mob last year aug muslim man was beaten and forced shave his beard you may not subscribe hindutva ideology but you support for modi you end strengthening his fascist policies ,-1.0
1830,"modi prime minister with vision think and only good some time get success some time try with new idea but not like congress who only think how and from where loot the money
",1.0
1831,who after modi with amit shah’ nomination bjp sets succession plan for 2024 via thanks ,1.0
1832,"huge fan modi gujarat offers free ‘modi pede’
",1.0
1833,with disrespect mind says modi for several internal reasons india but deep down heart always congress,-1.0
1834,"reallife ‘chowkidars’ are all praises for modi’ movement
",0.0
1835,through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world via thanks ,1.0
1836,veteran actor shabana azmi sunday said the makers the upcoming film narendra modi deliberately added her husband lyricist javed akhtars the credits mislead the audience ,0.0
1837,crony capitalism its peak under modi rule ,0.0
1838,"body thanks for banning holding responsible for their ‘genocide’
",1.0
1839,this the spirit most ppl who support bjp are not blind fanboys obsessed with modi they back him when right and blast him when being silly politician perfect but modi far the best amongst the current crop,1.0
1840,and our eam has the audacity question pakistan forcible conversion shame her,1.0
1841,modi will provide puncture repair kit chhota owaisi after 2019 election,0.0
1842,attention election commission after railway tickets now air india boarding pass bears pics modi,0.0
1843,maybe should call himself myntra jabong narendra modi instead chowkidar,0.0
1844,meanwhile doing wonderful campaign bringing real issues with hashtag ोीींु्ेेआइये all the poll promises modi and their reality are archived brilliantly watch this space ,1.0
1845,"modi covers 100 seats states campaign trail get nations political pulse
",0.0
1846,common hindu citizen modi after being told that modi hindoo hriday samrat will fight against corruption ,-1.0
1847,breaking news jem chief masood azhar dead some modi bhakts spreading lies just for votes the demon still alive has killed genuinely not rumours,-1.0
1848,shame uttar parades government and modi government,0.0
1849,"
choose modi for better future our country ",1.0
1850,"narendra modi address lakh chowkidars wednesday
",0.0
1851,"indian watchmen respond modi’ campaign
",0.0
1852,understand his ambitions making expecting hung lok said doesnt like modishah policies should come out open people dont appreciate his cat wall approach people appreciate his indirect jibes modi another shatrughan the making ,0.0
1853,lutyens falling all over this scamster intriguing they will finally make him say that modi failure raga gift the gods wait watch ,-1.0
1854,sardana keep finding and spreading such statements muslim leaders this will help polarization votes favour modi shah,0.0
1855,pakistani tato modi gali deta shame illutriate person yeh gali mehboba agar bole koyi fer toh kya bolta first pakistani tato govt made with bjp that time was coma presently without brain,1.0
1856,why being hated all fake issues raised rafale balakot judge loya’ death bank loan waiver jnu issues evm gst demonetisation nirav modi mallya the issues economy every time tweet fakery manufactured issues sad ,-1.0
1857,these feudal goons are frightened due modi with modi top all the corruptscriminalsblackmailers dalals have panicked and joined together stop modi who unstoppable,1.0
1858,social media lampoons modi’ evolution from chowkidar salesman ,1.0
1859,how modi government transformed indian railways lets have look the timeline via thanks ,1.0
1860,drag this jds mla the road guve him taste public justice and then should modi modi repeatedly even you dislike modi because who the hell stop people from having their personal choices elections ,-1.0
1861,welcome bjp welcome modi ,1.0
1862,this great example modi nomic most wont understand prachar bhi kamai bhi yeh tshirt free mei toh nehai milte ppl are paying for promoting modi ,1.0
1863,"modi govt which realised the pains that poor women undergo especially rural areas with policies like ujjwala saubhagya jan dhan swachh bharat they are now living dignified healthy life
vandematram",1.0
1864,despite the dumbness the headline not mention the source itself some seemingly educated people still share this stuff quench their antimodi thirst what time live ,1.0
1865,swear this guy turns his location would under modis gaand ,0.0
1866,dear india will turn you bankrupt getting you into arms race and finally you may have appliances but cannons missiles feed them modi has succeeded making your begging bowl bigger and bigger fyi ,0.0
1867,sir hamari pic dhyan dothis water supply are gettingu can’ even smell itbut forced use dis wash our vessel take bathit’ sewage watermodi bjp walo sajis haiwo apko kaam nahi karne denge but pls aap solve karo probgali ,-1.0
1868,evry modi bjp supporters pls follow will 100 follow back,0.0
1869,you mean anyone but modi ,-1.0
1870,country prospers when the women the country are leading the forefront are supported every endeavour their lives modi govt focussed policies where women have been enabled with the power empower themselves and the nation,0.0
1871,india’ rankings have nosedived under modi anticipated due greatness bjp,-1.0
1872,like modi love letter ,1.0
1873,with pitroda tweet lohia blog modi shows how maximises social media polls via thanks ,1.0
1874,corrupt indians responsible for relative failure employeesjewellers builders neutralised the benefit demonetisation one cant blame modi for thatu cant stop vaccination against illnesses health workers not sincere their job,-1.0
1875,modi engaged celebrities increase his twitter visibility study reporters today ,0.0
1876,"apj abdul kalam homi jehangir bhabha and the person who receives the nobel prize the world did not use yoga after that people also made good the world and making our country super power list people yoga
asaram
ramrahim
modi
yogi
ramdeb
all rss all bjp
all rambhak",1.0
1877,yes aware you corrected yourselfstating her nationalitybut you know what you did there the implications are evident especially when the msn smear tactics followed about modi,1.0
1878,leaving aside for the time being the idiocy this statement show modi doing shirshasana ,-1.0
1879,vajpayee era passe also did his best now modi era started are liking his style  ,1.0
1880,stopping the appeasement the name minority this the reason hating modi then god save give one reason why anyone should ans first place options masters are giving the country didnt see any vision doc from thughbhandan,1.0
1881,was free templatesbut making false claims and unnessecery noisemaybe just for publicity the name bjp modicheapness its peak ,-1.0
1882,don’ have agree with everything modi says does but far the best person lead india need modi again,1.0
1883,modi visited mazar bahadur shah zafar myanmar and remembered his great contribution only writing what modi expressed,1.0
1884,these are actually running the country and govtnot modiits true color hindu terrorism,1.0
1885,"images ursula andress from james bond movie resurface sonia gandhi’ photographs individual users facebook were the forefront sharing these images including facebook group support narendra modi 2019
",0.0
1886,hope you say its okay decision fight ameti confirmed would great relief support congress party all over india except delhi aap kejriwal should the fight against modi,1.0
1887,have nri friends who hate work with muslims refuse buy from shops run muslims cancel uber the driver has muslim name and purposefully give bad reviews screw them over you cannot put words the damage modi has done such hatred now normal,-1.0
1888,sir irrespective the focus bjp centre and modi trust them for whatever decision they take need stand united,0.0
1889,salesman the year award goes modi ambaniadani national loot corporation ltd ,0.0
1890,your show more like astha programme where just god word replaced modi and bjp,1.0
1891,how many powerful top level politicians have ever been convicted any crime the indian courts the last yrs hardly the fact that criminals like modi and shah got away reminder how broken our criminal justice system ,1.0
1892,aimim chief asaduddin owaisi criticises modi for launching merchandise ‘after all the jobless youth victims demo gst modi’ ilaaj buy tshirts from him’ ,0.0
1893,sir you ignore such people nobody cares are firmly with you modi,-1.0
1894,don’ know logic not giving seat peteralphones only person who had created anti modi and pro rahul wave thro his relentless media debates almost daily basis for the past years this can checked with data’ ,-1.0
1895,evry modi bjp supporters pls follow will 100 follow backnamo again,0.0
1896,modi said almost the same gujarat 2017 campaign and worked,0.0
1897,the election fix will narendra modi and rahul gandhi run the gauntlet south india via thanks ,1.0
1898,new post back modi for better governance security says shah ,1.0
1899,dont worry sir have created the entire mood for the common people that give vote modi and win from 400 seats ,1.0
1900,defeat modi from varanasi with lakh margin give india intelligent and learned kashi city gods varanasi worlds oldest city baar dont want feku from gujrat,1.0
1901,opposition wants defeat modi but they don’ have leader for says amit shah agra via thanks ,1.0
1902,dont think sothey stand because its modi for bengalaru south will never deny that,0.0
1903,the looks modi haters plan either implement sharia mao,0.0
1904,why cant you say vote for modi,0.0
1905,save democracy bengal this nothing but showing their political power who putting pressure media not show such news who danger democracy modi mamata,0.0
1906,are this kind attacks happening after modi got elected 2014 den wat will call attacks kashmiri pandits sikhs during emergency thousands dis kind attacks wer der before 2014 but dey never got highlighted modi forever,1.0
1907,unafraid modi bjp the rss only believe one principle that truth and here’ the unadulterated truth for you – youth karnataka wake – you are being robbed every day chowkidar narendra modi the man profiting anil ambani ,1.0
1908,the suspense over naming candidate for bengaluru south continues with reports coming that rss sympathiser tejaswi surya could fielded obvious attempt thwart any allegations dynasty politics against narendra modi ,0.0
1909,ask masood about his statements for modi ,0.0
1910,its called modi fobia this should included oxford dictionary,0.0
1911,modi this time,0.0
1912,"mahagathbandhan has turned out mahalathbandhan not successful any state yet
country above political party has turned out political party above country
and
modi hatao has turned out apni party bachao
✌️
",-1.0
1913,"five years ago modi sold dreams the country and today selling tshirts
",0.0
1914,"people are not being awakened yet they feel that the alliance the only futurei not think that running country other than narendra modi not under the control chamcho
namo namo ",-1.0
1915,india need able well behaved person like rahul gandhi not chowkidaar busy with anil ambani nirav modi and nawaz sharif birthday party,1.0
1916,there could relationship between narendra and neerav ,0.0
1917,sir whether one likes not opposition has made this election all about modi and losing the plot media too doing the same 2019 like 2014 has become election where voter are being forced decide chose modi not,-1.0
1918,shah only there long modi reigns,-1.0
1919,modi sahab doesnt need utter word retaliation those who have been barking bad about him his best revenge would his reelection power modi 2019,1.0
1920,hey bro its democracy and majority wants modi then all you can organize and make urself popular choice next elections till then respect the democracy and respect the and criticize basis merit simple that learn accept defeat with honor,1.0
1921,final days government adani project jharkhand becomes indias first power sector sez ,1.0
1922,the great modi trap ways congress has walked into via thanks ,1.0
1923,bjp 350 nda 400 modi all,0.0
1924,say thanks modi,1.0
1925,yes people are blindly putting chowdikar front his names and believing modi giving crore jobs year,-1.0
1926,abstain from voting this hypothetical pole ayega modi ,0.0
1927,india prime minister2019 lok sabha elections bjp leaders including modi who bag important seats abp news ,1.0
1928,sir good afternune sir your party leaders and jds leadrs are critics pmo shri narander modi badly words and personal attackes correct sir ,1.0
1929,"muslim countries are modi jis puppet
they cant dare fullfil your dream did you forget modi bombes islamic pakistan and not single islamic country spoke single word against alsi sushma addressed oic you jahil jihadi rifat",-1.0
1930,abe desh bechne achha hai tshirt becho and you are right this time also ppl will deliver they will again ealect  ,1.0
1931,thats why kicked them out 2014 now modi has answer yedurappas diary,0.0
1932,2012 modi factor 2017 antiincombuccy many years saurashtra region voted heavily favor congress,1.0
1933,was given that chance post 2009 when bjp lost badly under his leadership was even then was adamant hold onto power even after 2013 nomination modi candidate writing wall was clear for him,-1.0
1934,surely sir will spread this news much possible and also vote for modi ,1.0
1935,they gave terrorists biryani fed them bombs yogi adityanath draws parallel between cong bjp abe biryani tere bap modi ney khaya tha jjoot bolta besharsn,0.0
1936,dont understand whats his problem with namo profession kunal you are comedian this joke pity being comedian statement and against modi shame its just showing better know are filthy piece shit and nothing more,-1.0
1937,seems print running out ideas counter modi juggernaut,0.0
1938,bet some crony modi gaining from this whole plug for event,1.0
1939,open the link see the dirty politics modi pls watch this video till end share this for change the route 2019 election ,-1.0
1940,"comic modi responds swamys comment chowkidar
via ",1.0
1941,nobody will know you are unskilled and useless piece shit you blame modi government for unemployment ,-1.0
1942,jitne puri godi media bikee modi hatho ,0.0
1943,this time blind faith modi… absolute hate for congress milind deora via thanks ,-1.0
1944,"brahmin can’ chowkidar subramanian swamy taunts modi
",0.0
1945,tathagatha roy wants boycott kashmiris kalyan singh wants bjp win again dont need democracy now declare modi emperor and mukesh ambani the crown prince life will much easier,1.0
1946,love see modi wearing his namo tshirt his rallies only that way hell prove himself bigger narcissist than adolf hitler ,1.0
1947,asaduddin alleged was major lapse the government’ part that terrorist carrying 50kg rdx slipped through the security measures and manage kill crpf troops ,-1.0
1948,modi acting like chowkidaar working like salesman traveling like tourist guide living like entrepreneur ,0.0
1949,when fuel prices reached record highs average indians struggled make ends meet the ever gloating modi govt was suddenly mute whats the price for hypocrisy ,-1.0
1950,just for elections opposition takes centre over nirav modi arrest ,-1.0
1951,what wrong with you people india must that ganga water how does that help you with anything life you hindus suck modi off hard understand doesn’ have wife but still take easy,-1.0
1952,new delhi boarding pass issued air india with pictures prime minister narendra modi and gujarat chief minister vijay rupani has come under ,1.0
1953,nope  who said you this according work should have been chooses again but you know politics that’ what modi here now knows how get votes because without jhumla who votes india ,0.0
1954,are all workers should become governor kalyan singh ,0.0
1955,india needs good governance and vision both amply being worked modi not fancy words cherry picked showcase the prince bloopers who not good with any them difficult times known fly away thailand ,1.0
1956,reduce bjp bihar stop modi godi rath bihar,0.0
1957,mosadai modi anayam for this judgement helps ammk move into next level,0.0
1958,dont agree with most the times but this agree 100 with him modi has business doing this after holding pms post,1.0
1959,crush jaws those who shoutmodimodi says jds mla via thanks ,1.0
1960,vote for safe india not for modi terrorist anti muslim,1.0
1961,have not trust indian air force and asking proof for air strikebut cheap congi people have blind trust imran ask imran khan for proof greeting modi,-1.0
